CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,POPESTIMATE2020,POPESTIMATE2021
36300,,,"Ogdensburg-Massena, NY",Micropolitan Statistical Area,111944,111940,111812,112277,112355,111931,111437,110348,109449,108699,108327,107740,,
36300,,36089,"St. Lawrence County, NY",County or equivalent,111944,111940,111812,112277,112355,111931,111437,110348,109449,108699,108327,107740,,
36340,,,"Oil City, PA",Micropolitan Statistical Area,54984,54988,54972,54682,54188,53811,53348,52954,52477,51790,51201,50668,,
36340,,42121,"Venango County, PA",County or equivalent,54984,54988,54972,54682,54188,53811,53348,52954,52477,51790,51201,50668,,
36380,,,"Okeechobee, FL",Micropolitan Statistical Area,39996,39996,40025,39869,39710,39482,39569,39854,40769,41275,41654,42168,,
36380,,12093,"Okeechobee County, FL",County or equivalent,39996,39996,40025,39869,39710,39482,39569,39854,40769,41275,41654,42168,,
36460,,,"Olean, NY",Micropolitan Statistical Area,80317,80337,80218,79815,79348,78996,78677,77926,77658,77176,76726,76117,,
36460,,36009,"Cattaraugus County, NY",County or equivalent,80317,80337,80218,79815,79348,78996,78677,77926,77658,77176,76726,76117,,
36580,,,"Oneonta, NY",Micropolitan Statistical Area,62259,62278,62259,61971,61747,61614,60950,60504,60132,59920,59810,59493,,
36580,,36077,"Otsego County, NY",County or equivalent,62259,62278,62259,61971,61747,61614,60950,60504,60132,59920,59810,59493,,
36620,,,"Ontario, OR-ID",Micropolitan Statistical Area,53936,53938,53986,53511,53426,53184,53098,53001,53228,53548,54060,54522,,
36620,,16075,"Payette County, ID",County or equivalent,22623,22622,22637,22547,22675,22550,22754,22790,22888,23163,23507,23951,,
36620,,41045,"Malheur County, OR",County or equivalent,31313,31316,31349,30964,30751,30634,30344,30211,30340,30385,30553,30571,,
36660,,,"Opelousas, LA",Micropolitan Statistical Area,83384,83390,83495,83442,83466,83415,83680,83649,83768,83535,82782,82124,,
36660,,22097,"St. Landry Parish, LA",County or equivalent,83384,83390,83495,83442,83466,83415,83680,83649,83768,83535,82782,82124,,
36700,,,"Orangeburg, SC",Micropolitan Statistical Area,92501,92508,92321,91697,91461,90673,90049,89159,88419,87671,87013,86175,,
36700,,45075,"Orangeburg County, SC",County or equivalent,92501,92508,92321,91697,91461,90673,90049,89159,88419,87671,87013,86175,,
36820,,,"Oskaloosa, IA",Micropolitan Statistical Area,22381,22382,22408,22501,22398,22421,22363,22312,22186,22211,22018,22095,,
36820,,19123,"Mahaska County, IA",County or equivalent,22381,22382,22408,22501,22398,22421,22363,22312,22186,22211,22018,22095,,
36830,,,"Othello, WA",Micropolitan Statistical Area,18728,18731,18790,18877,18944,19098,19177,19233,19369,19651,19736,19983,,
36830,,53001,"Adams County, WA",County or equivalent,18728,18731,18790,18877,18944,19098,19177,19233,19369,19651,19736,19983,,
36837,,,"Ottawa, IL",Micropolitan Statistical Area,154908,154906,154794,154134,153170,152393,151348,150237,149321,148453,147854,147036,,
36837,,17011,"Bureau County, IL",County or equivalent,34978,34980,34959,34625,34342,34108,33856,33491,33396,33137,32959,32628,,
36837,,17099,"LaSalle County, IL",County or equivalent,113924,113920,113823,113533,112918,112430,111660,111019,110215,109622,109159,108669,,
36837,,17155,"Putnam County, IL",County or equivalent,6006,6006,6012,5976,5910,5855,5832,5727,5710,5694,5736,5739,,
36840,,,"Ottawa, KS",Micropolitan Statistical Area,25992,25996,25985,25856,25825,25734,25531,25469,25523,25631,25625,25544,,
36840,,20059,"Franklin County, KS",County or equivalent,25992,25996,25985,25856,25825,25734,25531,25469,25523,25631,25625,25544,,
36900,,,"Ottumwa, IA",Micropolitan Statistical Area,35625,35624,35682,35486,35431,35507,35426,35456,35265,35022,34991,34969,,
36900,,19179,"Wapello County, IA",County or equivalent,35625,35624,35682,35486,35431,35507,35426,35456,35265,35022,34991,34969,,
36940,,,"Owatonna, MN",Micropolitan Statistical Area,36576,36581,36497,36568,36311,36363,36483,36599,36644,36787,36738,36649,,
36940,,27147,"Steele County, MN",County or equivalent,36576,36581,36497,36568,36311,36363,36483,36599,36644,36787,36738,36649,,
37060,,,"Oxford, MS",Micropolitan Statistical Area,47351,47361,47568,48403,50221,51565,52032,52736,53476,54178,53542,54019,,
37060,,28071,"Lafayette County, MS",County or equivalent,47351,47361,47568,48403,50221,51565,52032,52736,53476,54178,53542,54019,,
37120,,,"Ozark, AL",Micropolitan Statistical Area,50251,50251,50394,50122,50289,49771,49414,49365,49362,49342,49143,49172,,
37120,,1045,"Dale County, AL",County or equivalent,50251,50251,50394,50122,50289,49771,49414,49365,49362,49342,49143,49172,,
37140,,,"Paducah, KY-IL",Micropolitan Statistical Area,98762,98735,98675,98846,98370,97768,97591,97020,96988,96922,96566,96272,,
37140,,17127,"Massac County, IL",County or equivalent,15429,15431,15380,15281,15066,14847,14756,14567,14440,14291,14023,13772,,
37140,,21007,"Ballard County, KY",County or equivalent,8249,8246,8260,8269,8285,8252,8188,8216,8046,8018,7992,7888,,
37140,,21139,"Livingston County, KY",County or equivalent,9519,9519,9520,9502,9435,9332,9329,9289,9198,9249,9244,9194,,
37140,,21145,"McCracken County, KY",County or equivalent,65565,65539,65515,65794,65584,65337,65318,64948,65304,65364,65307,65418,,
37220,,,"Pahrump, NV",Micropolitan Statistical Area,43946,43945,43844,43976,43585,42869,42840,42966,43248,43977,45186,46523,,
37220,,32023,"Nye County, NV",County or equivalent,43946,43945,43844,43976,43585,42869,42840,42966,43248,43977,45186,46523,,
37260,,,"Palatka, FL",Micropolitan Statistical Area,74364,74377,74220,73652,72927,72370,71971,71939,72373,73384,74043,74521,,
37260,,12107,"Putnam County, FL",County or equivalent,74364,74377,74220,73652,72927,72370,71971,71939,72373,73384,74043,74521,,
37300,,,"Palestine, TX",Micropolitan Statistical Area,58458,58452,58493,58394,58059,57960,57829,57639,57526,58175,57974,57735,,
37300,,48001,"Anderson County, TX",County or equivalent,58458,58452,58493,58394,58059,57960,57829,57639,57526,58175,57974,57735,,
37420,,,"Pampa, TX",Micropolitan Statistical Area,23464,23466,23394,23587,23862,23915,24346,24175,23651,23047,22949,22740,,
37420,,48179,"Gray County, TX",County or equivalent,22535,22537,22470,22661,22920,22996,23432,23265,22741,22106,22051,21886,,
37420,,48393,"Roberts County, TX",County or equivalent,929,929,924,926,942,919,914,910,910,941,898,854,,
37500,,,"Paragould, AR",Micropolitan Statistical Area,42090,42090,42201,42763,43229,43160,43788,44300,44730,44993,45339,45325,,
37500,,5055,"Greene County, AR",County or equivalent,42090,42090,42201,42763,43229,43160,43788,44300,44730,44993,45339,45325,,
37540,,,"Paris, TN",Micropolitan Statistical Area,32330,32349,32398,32440,32377,32250,32245,32127,32232,32380,32336,32345,,
37540,,47079,"Henry County, TN",County or equivalent,32330,32349,32398,32440,32377,32250,32245,32127,32232,32380,32336,32345,,
37580,,,"Paris, TX",Micropolitan Statistical Area,49793,49791,49820,49861,49656,49092,49411,49373,49528,49568,49729,49859,,
37580,,48277,"Lamar County, TX",County or equivalent,49793,49791,49820,49861,49656,49092,49411,49373,49528,49568,49729,49859,,
37660,,,"Parsons, KS",Micropolitan Statistical Area,21607,21609,21537,21377,21163,20871,20773,20628,20313,20129,19906,19618,,
37660,,20099,"Labette County, KS",County or equivalent,21607,21609,21537,21377,21163,20871,20773,20628,20313,20129,19906,19618,,
37740,,,"Payson, AZ",Micropolitan Statistical Area,53597,53592,53561,53440,52994,53005,53044,52978,53356,53578,53801,54018,,
37740,,4007,"Gila County, AZ",County or equivalent,53597,53592,53561,53440,52994,53005,53044,52978,53356,53578,53801,54018,,
37770,,,"Pearsall, TX",Micropolitan Statistical Area,17217,17217,17256,17492,17931,18400,18938,19361,19584,19895,20211,20306,,
37770,,48163,"Frio County, TX",County or equivalent,17217,17217,17256,17492,17931,18400,18938,19361,19584,19895,20211,20306,,
37780,,,"Pecos, TX",Micropolitan Statistical Area,13865,13865,13918,14193,14351,14600,15213,15693,15346,15299,15661,16145,,
37780,,48301,"Loving County, TX",County or equivalent,82,82,84,95,86,106,89,119,117,133,148,169,,
37780,,48389,"Reeves County, TX",County or equivalent,13783,13783,13834,14098,14265,14494,15124,15574,15229,15166,15513,15976,,
37800,,,"Pella, IA",Micropolitan Statistical Area,33309,33307,33225,33270,33274,33014,33269,33109,33146,33091,33259,33253,,
37800,,19125,"Marion County, IA",County or equivalent,33309,33307,33225,33270,33274,33014,33269,33109,33146,33091,33259,33253,,
37940,,,"Peru, IN",Micropolitan Statistical Area,36903,36905,36810,36649,36529,36167,36070,36004,36043,35864,35646,35516,,
37940,,18103,"Miami County, IN",County or equivalent,36903,36905,36810,36649,36529,36167,36070,36004,36043,35864,35646,35516,,
38100,,,"Picayune, MS",Micropolitan Statistical Area,55834,55739,55693,55441,54999,54833,55121,54944,55037,55255,55323,55535,,
38100,,28109,"Pearl River County, MS",County or equivalent,55834,55739,55693,55441,54999,54833,55121,54944,55037,55255,55323,55535,,
38180,,,"Pierre, SD",Micropolitan Statistical Area,19988,19988,20043,20288,20411,20407,20606,20529,20616,20656,20700,20624,,
38180,,46065,"Hughes County, SD",County or equivalent,17022,17022,17072,17310,17435,17428,17627,17555,17604,17670,17683,17526,,
38180,,46117,"Stanley County, SD",County or equivalent,2966,2966,2971,2978,2976,2979,2979,2974,3012,2986,3017,3098,,
38240,,,"Pinehurst-Southern Pines, NC",Micropolitan Statistical Area,88247,88250,88594,89262,90191,91366,92816,94013,95405,97368,98805,100880,,
38240,,37125,"Moore County, NC",County or equivalent,88247,88250,88594,89262,90191,91366,92816,94013,95405,97368,98805,100880,,
38260,,,"Pittsburg, KS",Micropolitan Statistical Area,39134,39135,39172,39204,39324,39250,39269,39139,39046,38925,38911,38818,,
38260,,20037,"Crawford County, KS",County or equivalent,39134,39135,39172,39204,39324,39250,39269,39139,39046,38925,38911,38818,,
38380,,,"Plainview, TX",Micropolitan Statistical Area,36273,36206,36269,36381,36258,35676,34451,34034,34107,33954,33631,33406,,
38380,,48189,"Hale County, TX",County or equivalent,36273,36206,36269,36381,36258,35676,34451,34034,34107,33954,33631,33406,,
38420,,,"Platteville, WI",Micropolitan Statistical Area,51208,51204,51233,51178,50871,50994,51684,52071,51985,51728,51444,51439,,
38420,,55043,"Grant County, WI",County or equivalent,51208,51204,51233,51178,50871,50994,51684,52071,51985,51728,51444,51439,,
38460,,,"Plattsburgh, NY",Micropolitan Statistical Area,82128,82131,82096,81728,81714,81523,81463,80718,80500,80531,80679,80485,,
38460,,36019,"Clinton County, NY",County or equivalent,82128,82131,82096,81728,81714,81523,81463,80718,80500,80531,80679,80485,,
38500,,,"Plymouth, IN",Micropolitan Statistical Area,47051,47050,47000,46938,46942,46910,46920,46733,46586,46433,46296,46258,,
38500,,18099,"Marshall County, IN",County or equivalent,47051,47050,47000,46938,46942,46910,46920,46733,46586,46433,46296,46258,,
38580,,,"Point Pleasant, WV-OH",Micropolitan Statistical Area,58258,58290,58440,58347,58103,57829,57616,57338,57124,56968,56697,56414,,
38580,,39053,"Gallia County, OH",County or equivalent,30934,30942,31072,31031,30886,30685,30463,30249,30186,30162,29945,29898,,
38580,,54053,"Mason County, WV",County or equivalent,27324,27348,27368,27316,27217,27144,27153,27089,26938,26806,26752,26516,,
38620,,,"Ponca City, OK",Micropolitan Statistical Area,46562,46562,46430,45847,45684,45541,45451,45226,44901,44403,43944,43538,,
38620,,40071,"Kay County, OK",County or equivalent,46562,46562,46430,45847,45684,45541,45451,45226,44901,44403,43944,43538,,
38700,,,"Pontiac, IL",Micropolitan Statistical Area,38950,38945,38854,38805,38511,37394,37036,36605,36107,36124,35714,35648,,
38700,,17105,"Livingston County, IL",County or equivalent,38950,38945,38854,38805,38511,37394,37036,36605,36107,36124,35714,35648,,
38740,,,"Poplar Bluff, MO",Micropolitan Statistical Area,56894,56898,56888,57130,57014,56946,56781,56617,56544,56183,56007,55766,,
38740,,29023,"Butler County, MO",County or equivalent,42794,42792,42786,42990,42986,42961,42849,42829,42769,42618,42587,42478,,
38740,,29181,"Ripley County, MO",County or equivalent,14100,14106,14102,14140,14028,13985,13932,13788,13775,13565,13420,13288,,
38780,,,"Portales, NM",Micropolitan Statistical Area,19846,19840,20018,20430,20318,20021,19647,19137,19145,18900,18759,18500,,
38780,,35041,"Roosevelt County, NM",County or equivalent,19846,19840,20018,20430,20318,20021,19647,19137,19145,18900,18759,18500,,
38820,,,"Port Angeles, WA",Micropolitan Statistical Area,71404,71396,71503,71762,71766,72046,72467,73202,74240,75637,76551,77331,,
38820,,53009,"Clallam County, WA",County or equivalent,71404,71396,71503,71762,71766,72046,72467,73202,74240,75637,76551,77331,,
38920,,,"Port Lavaca, TX",Micropolitan Statistical Area,21381,21382,21313,21359,21575,21729,21812,21887,21948,21712,21504,21290,,
38920,,48057,"Calhoun County, TX",County or equivalent,21381,21382,21313,21359,21575,21729,21812,21887,21948,21712,21504,21290,,
39020,,,"Portsmouth, OH",Micropolitan Statistical Area,79499,79650,79664,79408,78783,78304,77476,76992,76436,75976,75480,75314,,
39020,,39145,"Scioto County, OH",County or equivalent,79499,79650,79664,79408,78783,78304,77476,76992,76436,75976,75480,75314,,
39060,,,"Pottsville, PA",Micropolitan Statistical Area,148289,148290,148288,147538,147125,146668,145393,144117,143497,142580,141815,141359,,
39060,,42107,"Schuylkill County, PA",County or equivalent,148289,148290,148288,147538,147125,146668,145393,144117,143497,142580,141815,141359,,
39220,,,"Price, UT",Micropolitan Statistical Area,21403,21403,21403,21305,21222,20903,20636,20391,20324,20131,20233,20463,,
39220,,49007,"Carbon County, UT",County or equivalent,21403,21403,21403,21305,21222,20903,20636,20391,20324,20131,20233,20463,,
39260,,,"Prineville, OR",Micropolitan Statistical Area,20978,20978,20884,20638,20607,20699,20956,21455,22306,23065,23825,24404,,
39260,,41013,"Crook County, OR",County or equivalent,20978,20978,20884,20638,20607,20699,20956,21455,22306,23065,23825,24404,,
39420,,,"Pullman, WA",Micropolitan Statistical Area,44776,44778,44796,45056,46633,46792,46918,48164,48824,49382,49683,50104,,
39420,,53075,"Whitman County, WA",County or equivalent,44776,44778,44796,45056,46633,46792,46918,48164,48824,49382,49683,50104,,
39500,,,"Quincy, IL-MO",Micropolitan Statistical Area,77314,77306,77370,77431,77258,77110,77065,76973,76547,76009,75462,75211,,
39500,,17001,"Adams County, IL",County or equivalent,67103,67097,67160,67211,67139,66999,66966,66835,66475,66057,65623,65435,,
39500,,29111,"Lewis County, MO",County or equivalent,10211,10209,10210,10220,10119,10111,10099,10138,10072,9952,9839,9776,,
39700,,,"Raymondville, TX",Micropolitan Statistical Area,22134,22136,22225,22167,22208,22019,21935,21863,21761,21508,21450,21358,,
39700,,48489,"Willacy County, TX",County or equivalent,22134,22136,22225,22167,22208,22019,21935,21863,21761,21508,21450,21358,,
39780,,,"Red Bluff, CA",Micropolitan Statistical Area,63463,63440,63559,63331,63212,62875,62801,63158,63453,63847,64018,65084,,
39780,,6103,"Tehama County, CA",County or equivalent,63463,63440,63559,63331,63212,62875,62801,63158,63453,63847,64018,65084,,
39860,,,"Red Wing, MN",Micropolitan Statistical Area,46183,46184,46210,46099,46140,46106,46016,46060,46226,46307,46299,46340,,
39860,,27049,"Goodhue County, MN",County or equivalent,46183,46184,46210,46099,46140,46106,46016,46060,46226,46307,46299,46340,,
39940,,,"Rexburg, ID",Micropolitan Statistical Area,50778,50785,50817,51017,50628,50399,50703,50801,51886,52492,52416,53006,,
39940,,16043,"Fremont County, ID",County or equivalent,13242,13237,13225,13109,12966,12872,12803,12812,12914,13122,13155,13099,,
39940,,16065,"Madison County, ID",County or equivalent,37536,37548,37592,37908,37662,37527,37900,37989,38972,39370,39261,39907,,
39980,,,"Richmond, IN",Micropolitan Statistical Area,68917,68996,68889,68636,68224,67785,67378,66972,66630,66179,66046,65884,,
39980,,18177,"Wayne County, IN",County or equivalent,68917,68996,68889,68636,68224,67785,67378,66972,66630,66179,66046,65884,,
40080,,,"Richmond-Berea, KY",Micropolitan Statistical Area,97588,97592,98181,99429,99897,100416,101521,102585,103847,105348,106257,107093,,
40080,,21065,"Estill County, KY",County or equivalent,14672,14679,14713,14654,14503,14482,14441,14373,14315,14178,14150,14106,,
40080,,21151,"Madison County, KY",County or equivalent,82916,82913,83468,84775,85394,85934,87080,88212,89532,91170,92107,92987,,
40100,,,"Rio Grande City-Roma, TX",Micropolitan Statistical Area,60968,60967,61134,61642,61970,62381,62965,63484,63894,64130,64249,64633,,
40100,,48427,"Starr County, TX",County or equivalent,60968,60967,61134,61642,61970,62381,62965,63484,63894,64130,64249,64633,,
40180,,,"Riverton, WY",Micropolitan Statistical Area,40123,40123,40198,40519,41015,40912,40565,40219,40200,39818,39561,39261,,
40180,,56013,"Fremont County, WY",County or equivalent,40123,40123,40198,40519,41015,40912,40565,40219,40200,39818,39561,39261,,
40260,,,"Roanoke Rapids, NC",Micropolitan Statistical Area,76790,76730,76509,76030,75017,74043,73485,72715,71942,71201,70332,69493,,
